
filter 0
0.027344,0.007812,0.000000,-0.023438,-0.031250,-0.046875,-0.058594,-0.070312,-0.066406,-0.066406,-0.066406,0.035156,0.015625,0.011719,0.003906,-0.007812,-0.015625,-0.031250,-0.046875,-0.050781,-0.058594,-0.070312,0.042969,0.015625,0.007812,0.003906,-0.003906,-0.015625,-0.035156,-0.054688,-0.058594,-0.066406,-0.089844,0.058594,0.031250,0.027344,0.019531,0.011719,-0.003906,-0.031250,-0.050781,-0.058594,-0.066406,-0.093750,0.070312,0.035156,0.035156,0.031250,0.015625,0.000000,-0.023438,-0.046875,-0.050781,-0.058594,-0.089844,0.066406,0.042969,0.046875,0.035156,0.027344,0.007812,-0.007812,-0.042969,-0.050781,-0.050781,-0.082031,0.078125,0.058594,0.046875,0.046875,0.039062,0.023438,0.000000,-0.027344,-0.042969,-0.042969,-0.070312,0.078125,0.058594,0.058594,0.042969,0.039062,0.023438,0.000000,-0.007812,-0.023438,-0.031250,-0.058594,0.074219,0.066406,0.058594,0.042969,0.042969,0.023438,0.007812,-0.003906,-0.011719,-0.011719,-0.039062,0.058594,0.058594,0.050781,0.042969,0.035156,0.019531,0.007812,-0.007812,-0.007812,-0.011719,-0.035156,0.070312,0.066406,0.074219,0.066406,0.054688,0.046875,0.027344,0.015625,0.000000,0.000000,-0.035156,
0.003906,-0.003906,0.000000,-0.015625,-0.007812,-0.015625,-0.015625,-0.019531,-0.015625,-0.011719,-0.007812,0.003906,0.000000,0.003906,0.000000,0.000000,0.003906,0.000000,0.000000,0.000000,-0.007812,-0.011719,0.007812,-0.003906,0.000000,-0.003906,0.000000,0.000000,-0.003906,-0.011719,-0.007812,-0.007812,-0.019531,0.007812,-0.003906,0.000000,0.000000,0.000000,0.000000,0.000000,-0.003906,0.000000,0.000000,-0.023438,0.007812,-0.003906,0.000000,0.003906,0.000000,0.007812,0.000000,0.000000,0.003906,0.003906,-0.023438,0.007812,-0.003906,0.000000,0.000000,0.003906,0.011719,0.007812,0.000000,0.000000,0.003906,-0.019531,0.007812,0.000000,0.000000,0.003906,0.007812,0.007812,0.007812,0.007812,0.000000,0.003906,-0.007812,0.000000,-0.003906,0.000000,0.000000,0.007812,0.000000,0.003906,0.003906,0.000000,0.003906,-0.011719,0.000000,-0.003906,0.000000,0.000000,0.003906,0.000000,0.000000,0.000000,0.003906,0.015625,0.000000,-0.007812,-0.007812,-0.003906,-0.003906,0.000000,0.000000,0.000000,0.000000,0.000000,0.007812,0.000000,-0.003906,-0.003906,0.000000,0.000000,0.003906,0.007812,0.007812,0.011719,0.007812,0.015625,0.003906,
0.000000,0.000000,0.000000,0.000000,0.003906,0.003906,0.003906,0.000000,0.003906,0.007812,0.003906,-0.003906,0.000000,0.003906,0.003906,0.003906,0.003906,0.000000,0.000000,0.007812,0.003906,0.007812,-0.003906,-0.003906,0.000000,0.000000,0.000000,0.000000,0.000000,-0.007812,0.000000,0.000000,0.000000,0.000000,-0.003906,0.000000,0.000000,0.000000,0.000000,0.000000,-0.003906,0.000000,0.007812,0.000000,0.000000,-0.003906,0.000000,0.003906,0.000000,-0.003906,0.000000,0.000000,0.000000,0.007812,0.000000,0.000000,-0.003906,0.000000,0.000000,0.000000,-0.003906,-0.003906,-0.011719,-0.003906,0.000000,0.000000,0.003906,0.000000,0.000000,0.000000,0.000000,0.000000,-0.003906,-0.003906,0.000000,0.003906,0.003906,0.003906,0.000000,0.000000,0.000000,0.003906,0.000000,-0.003906,-0.003906,0.000000,0.003906,0.000000,0.003906,0.000000,0.000000,0.000000,0.003906,0.000000,0.000000,0.000000,0.000000,0.003906,0.003906,0.000000,0.000000,0.000000,0.000000,0.000000,-0.003906,0.000000,-0.007812,-0.007812,0.000000,0.000000,-0.007812,-0.003906,0.000000,0.000000,-0.003906,0.000000,-0.007812,0.000000,-0.007812,0.000000,-0.011719,

filter 35
0.000000,0.003906,0.007812,0.007812,0.011719,0.011719,0.003906,-0.007812,-0.015625,-0.015625,-0.011719,-0.003906,0.007812,0.015625,0.015625,0.007812,0.007812,0.003906,0.000000,0.000000,-0.007812,-0.007812,-0.019531,0.000000,0.003906,0.015625,0.023438,0.027344,0.019531,0.007812,0.011719,0.000000,-0.003906,-0.031250,-0.031250,-0.027344,-0.007812,0.019531,0.035156,0.039062,0.039062,0.023438,0.023438,0.011719,-0.019531,-0.042969,-0.054688,-0.062500,-0.031250,0.000000,0.031250,0.042969,0.039062,0.023438,0.015625,0.000000,-0.007812,-0.042969,-0.070312,-0.082031,-0.074219,-0.027344,0.019531,0.035156,0.031250,0.023438,0.035156,0.011719,0.000000,-0.035156,-0.066406,-0.085938,-0.097656,-0.058594,-0.003906,0.015625,0.019531,0.058594,0.050781,0.031250,0.011719,-0.019531,-0.042969,-0.070312,-0.097656,-0.066406,-0.027344,-0.011719,0.039062,0.058594,0.062500,0.058594,0.027344,0.000000,-0.019531,-0.042969,-0.062500,-0.050781,-0.042969,-0.003906,0.015625,0.039062,0.058594,0.066406,0.046875,0.015625,-0.003906,-0.003906,-0.019531,-0.031250,-0.019531,-0.015625,0.000000,0.023438,0.058594,0.082031,0.082031,0.058594,0.035156,0.011719,0.000000,
0.003906,0.011719,0.007812,0.011719,0.019531,0.019531,0.011719,0.011719,0.000000,-0.003906,-0.003906,0.000000,0.003906,0.003906,0.007812,0.007812,0.011719,0.007812,0.011719,0.011719,0.003906,0.000000,-0.007812,-0.007812,-0.003906,0.003906,0.003906,0.011719,0.011719,0.000000,0.011719,0.007812,0.000000,-0.011719,-0.015625,-0.027344,-0.027344,-0.007812,0.003906,0.011719,0.015625,0.003906,0.019531,0.015625,0.003906,0.000000,0.000000,-0.039062,-0.039062,-0.023438,0.000000,0.015625,0.015625,0.015625,0.015625,-0.007812,0.023438,0.035156,0.023438,-0.007812,-0.035156,-0.031250,-0.003906,0.003906,0.011719,0.015625,-0.031250,-0.027344,0.011719,0.046875,0.050781,0.031250,-0.015625,-0.027344,-0.011719,0.000000,0.007812,-0.015625,-0.042969,-0.062500,-0.027344,0.011719,0.058594,0.058594,0.007812,-0.011719,0.000000,0.000000,0.007812,0.000000,-0.042969,-0.070312,-0.070312,-0.042969,0.015625,0.054688,0.023438,0.000000,0.000000,0.015625,0.031250,0.011719,-0.011719,-0.042969,-0.066406,-0.062500,-0.019531,0.019531,0.015625,0.015625,0.039062,0.035156,0.035156,0.023438,0.015625,0.000000,-0.027344,-0.050781,-0.042969,-0.027344,-0.007812,
-0.011719,-0.027344,-0.035156,-0.042969,-0.035156,-0.023438,-0.007812,0.007812,0.019531,0.015625,0.019531,0.007812,-0.007812,-0.019531,-0.031250,-0.042969,-0.046875,-0.039062,-0.015625,0.003906,0.011719,0.007812,0.023438,0.007812,-0.007812,-0.015625,-0.039062,-0.054688,-0.058594,-0.054688,-0.031250,-0.015625,-0.007812,0.050781,0.042969,0.015625,-0.007812,-0.019531,-0.042969,-0.058594,-0.058594,-0.058594,-0.031250,-0.023438,0.066406,0.085938,0.089844,0.042969,0.007812,-0.023438,-0.042969,-0.058594,-0.066406,-0.050781,-0.039062,0.019531,0.101562,0.156250,0.171875,0.117188,0.042969,-0.007812,-0.039062,-0.062500,-0.058594,-0.062500,-0.062500,-0.007812,0.089844,0.187500,0.226562,0.199219,0.089844,0.019531,-0.019531,-0.039062,-0.046875,-0.093750,-0.101562,-0.082031,0.007812,0.125000,0.218750,0.214844,0.136719,0.054688,0.015625,-0.003906,-0.070312,-0.082031,-0.125000,-0.132812,-0.085938,0.011719,0.121094,0.175781,0.125000,0.066406,0.035156,-0.035156,-0.031250,-0.066406,-0.105469,-0.132812,-0.125000,-0.070312,0.019531,0.078125,0.082031,0.070312,0.000000,-0.003906,-0.019531,-0.046875,-0.074219,-0.097656,-0.121094,-0.109375,-0.066406,-0.015625,0.019531,

filter 36
0.000000,0.000000,0.000000,0.007812,0.007812,-0.003906,-0.007812,-0.011719,-0.015625,-0.019531,-0.007812,0.003906,0.011719,0.003906,-0.003906,-0.011719,-0.023438,-0.042969,-0.042969,-0.031250,-0.015625,0.007812,0.003906,0.000000,-0.015625,-0.035156,-0.050781,-0.054688,-0.050781,-0.031250,0.000000,0.019531,0.039062,-0.019531,-0.031250,-0.050781,-0.062500,-0.066406,-0.042969,-0.007812,0.031250,0.058594,0.050781,0.046875,-0.031250,-0.042969,-0.046875,-0.039062,-0.003906,0.039062,0.089844,0.101562,0.085938,0.054688,0.019531,-0.031250,-0.031250,-0.007812,0.023438,0.078125,0.117188,0.125000,0.093750,0.050781,0.003906,-0.031250,-0.007812,0.015625,0.039062,0.078125,0.113281,0.105469,0.054688,0.015625,-0.023438,-0.046875,-0.054688,0.027344,0.042969,0.070312,0.082031,0.070312,0.019531,-0.019531,-0.039062,-0.062500,-0.050781,-0.039062,0.039062,0.035156,0.042969,0.023438,-0.007812,-0.039062,-0.054688,-0.054688,-0.046875,-0.027344,-0.023438,0.035156,0.015625,0.000000,-0.015625,-0.042969,-0.042969,-0.031250,-0.027344,-0.015625,-0.011719,-0.007812,0.000000,-0.011719,-0.019531,-0.031250,-0.027344,-0.019531,-0.011719,-0.011719,-0.007812,-0.003906,-0.003906,
0.000000,0.003906,0.011719,0.019531,0.023438,0.023438,0.019531,0.007812,0.000000,-0.003906,0.000000,0.007812,0.019531,0.019531,0.015625,0.003906,-0.003906,-0.027344,-0.031250,-0.027344,-0.019531,0.007812,0.015625,0.015625,0.007812,-0.003906,-0.031250,-0.046875,-0.046875,-0.031250,-0.007812,0.007812,0.031250,0.000000,0.000000,-0.015625,-0.035156,-0.058594,-0.046875,-0.019531,0.011719,0.039062,0.031250,0.039062,-0.011719,-0.019531,-0.042969,-0.042969,-0.019531,0.003906,0.050781,0.062500,0.050781,0.031250,0.007812,-0.023438,-0.027344,-0.023438,0.003906,0.042969,0.074219,0.078125,0.058594,0.015625,-0.011719,-0.035156,-0.011719,0.003906,0.015625,0.046875,0.070312,0.062500,0.019531,-0.007812,-0.035156,-0.042969,-0.035156,0.019531,0.031250,0.050781,0.050781,0.035156,0.000000,-0.039062,-0.050781,-0.050781,-0.023438,-0.007812,0.027344,0.015625,0.023438,0.000000,-0.031250,-0.054688,-0.058594,-0.050781,-0.027344,0.000000,0.000000,0.015625,-0.007812,-0.015625,-0.031250,-0.042969,-0.035156,-0.023438,-0.007812,0.003906,0.003906,0.011719,-0.011719,-0.023438,-0.027344,-0.027344,-0.015625,0.000000,0.007812,0.019531,0.015625,0.011719,0.015625,
0.000000,0.000000,0.000000,0.003906,0.007812,0.007812,0.007812,0.000000,-0.007812,-0.019531,-0.019531,0.003906,0.015625,0.003906,0.003906,0.000000,-0.007812,-0.027344,-0.035156,-0.027344,-0.023438,0.000000,0.003906,0.003906,0.000000,-0.015625,-0.039062,-0.054688,-0.042969,-0.031250,-0.007812,0.003906,0.031250,-0.007812,-0.015625,-0.027344,-0.050781,-0.066406,-0.054688,-0.023438,0.007812,0.039062,0.027344,0.035156,-0.019531,-0.027344,-0.050781,-0.054688,-0.031250,0.000000,0.042969,0.062500,0.054688,0.027344,0.007812,-0.027344,-0.031250,-0.027344,-0.003906,0.035156,0.070312,0.085938,0.066406,0.035156,0.000000,-0.015625,-0.023438,0.000000,0.011719,0.042969,0.074219,0.074219,0.042969,0.015625,-0.011719,-0.019531,-0.015625,0.007812,0.027344,0.046875,0.058594,0.046875,0.019531,-0.011719,-0.023438,-0.023438,-0.015625,0.000000,0.019531,0.019531,0.027344,0.019531,-0.007812,-0.031250,-0.035156,-0.035156,-0.015625,0.000000,0.000000,0.015625,0.000000,-0.003906,-0.015625,-0.031250,-0.027344,-0.015625,-0.011719,0.000000,0.000000,0.000000,-0.003906,-0.011719,-0.003906,-0.011719,-0.007812,0.000000,0.000000,0.003906,0.003906,0.000000,-0.003906,

filter 37
0.003906,0.007812,0.007812,0.000000,0.000000,0.007812,0.000000,0.000000,0.000000,0.000000,0.000000,-0.003906,0.003906,0.011719,0.011719,0.000000,0.000000,0.000000,0.003906,0.007812,-0.003906,0.000000,-0.003906,-0.003906,0.000000,0.007812,0.000000,0.000000,0.000000,0.000000,0.003906,0.000000,0.000000,-0.011719,0.000000,0.015625,0.023438,0.015625,0.003906,-0.011719,-0.007812,0.003906,0.003906,0.007812,-0.035156,-0.023438,-0.019531,0.011719,0.046875,0.054688,0.023438,0.000000,-0.003906,0.000000,0.003906,-0.003906,-0.039062,-0.062500,-0.066406,-0.023438,0.039062,0.066406,0.046875,0.011719,-0.003906,0.000000,0.031250,0.007812,-0.019531,-0.070312,-0.101562,-0.074219,-0.007812,0.031250,0.039062,0.019531,0.007812,0.023438,0.046875,0.050781,0.023438,-0.031250,-0.089844,-0.097656,-0.058594,-0.007812,0.007812,0.003906,-0.003906,0.007812,0.046875,0.058594,0.066406,0.023438,-0.031250,-0.058594,-0.050781,-0.031250,-0.003906,0.000000,-0.011719,-0.011719,0.000000,0.031250,0.058594,0.046875,0.019531,-0.007812,-0.015625,-0.027344,0.007812,0.000000,0.000000,-0.007812,-0.015625,0.000000,0.019531,0.027344,0.019531,0.007812,0.000000,
0.003906,0.000000,-0.003906,-0.011719,-0.007812,0.000000,0.000000,0.000000,0.000000,-0.003906,-0.003906,0.000000,0.003906,0.007812,0.000000,-0.015625,-0.007812,-0.003906,0.000000,0.000000,0.000000,0.000000,0.000000,0.011719,0.003906,0.007812,0.000000,-0.015625,-0.011719,-0.003906,0.000000,0.000000,0.000000,-0.007812,0.011719,0.027344,0.035156,0.023438,0.000000,-0.031250,-0.023438,-0.003906,0.003906,0.003906,-0.039062,-0.027344,-0.019531,0.027344,0.066406,0.066406,0.031250,-0.011719,-0.023438,-0.011719,0.000000,0.000000,-0.046875,-0.074219,-0.078125,-0.023438,0.054688,0.093750,0.066406,0.011719,-0.007812,-0.007812,0.046875,0.019531,-0.023438,-0.085938,-0.125000,-0.089844,0.000000,0.050781,0.054688,0.027344,0.007812,0.035156,0.066406,0.062500,0.027344,-0.042969,-0.121094,-0.121094,-0.066406,-0.003906,0.023438,0.023438,-0.015625,0.003906,0.058594,0.082031,0.085938,0.023438,-0.042969,-0.074219,-0.062500,-0.031250,0.000000,-0.019531,-0.035156,-0.023438,0.003906,0.042969,0.078125,0.062500,0.019531,-0.007812,-0.019531,-0.023438,0.000000,-0.007812,-0.023438,-0.031250,-0.035156,-0.003906,0.023438,0.031250,0.031250,0.023438,0.011719,
0.007812,0.007812,0.000000,-0.003906,-0.007812,0.000000,0.003906,0.000000,0.003906,0.000000,0.003906,0.000000,0.007812,0.015625,0.011719,-0.011719,-0.007812,-0.003906,0.003906,0.003906,0.000000,0.000000,-0.003906,0.011719,0.011719,0.015625,0.003906,-0.015625,-0.011719,-0.003906,0.003906,0.000000,0.000000,-0.019531,0.007812,0.035156,0.054688,0.039062,0.011719,-0.027344,-0.027344,-0.007812,0.000000,0.000000,-0.058594,-0.042969,-0.019531,0.035156,0.082031,0.093750,0.042969,-0.003906,-0.019531,-0.015625,-0.003906,-0.019531,-0.066406,-0.093750,-0.089844,-0.019531,0.066406,0.109375,0.085938,0.027344,-0.003906,-0.003906,0.042969,0.011719,-0.046875,-0.117188,-0.152344,-0.097656,0.000000,0.066406,0.082031,0.042969,0.023438,0.035156,0.074219,0.058594,0.011719,-0.070312,-0.144531,-0.144531,-0.082031,0.000000,0.031250,0.031250,-0.011719,0.015625,0.070312,0.089844,0.082031,0.011719,-0.074219,-0.101562,-0.074219,-0.039062,-0.003906,-0.011719,-0.027344,-0.015625,0.027344,0.062500,0.085938,0.054688,0.011719,-0.023438,-0.031250,-0.042969,0.003906,-0.003906,-0.023438,-0.019531,-0.015625,0.007812,0.031250,0.042969,0.031250,0.011719,-0.007812,

filter 38
-0.019531,-0.007812,0.000000,0.007812,0.000000,0.000000,-0.011719,-0.023438,-0.039062,-0.042969,-0.058594,-0.007812,0.011719,0.015625,0.023438,0.019531,0.015625,0.011719,0.000000,-0.011719,-0.031250,-0.042969,0.000000,0.027344,0.039062,0.050781,0.050781,0.035156,0.035156,0.015625,-0.003906,-0.015625,-0.035156,0.000000,0.031250,0.046875,0.062500,0.066406,0.070312,0.062500,0.039062,0.015625,0.000000,-0.027344,0.015625,0.039062,0.058594,0.078125,0.089844,0.089844,0.078125,0.062500,0.039062,0.011719,-0.015625,0.015625,0.046875,0.066406,0.082031,0.089844,0.089844,0.082031,0.074219,0.050781,0.019531,-0.003906,0.023438,0.050781,0.070312,0.082031,0.085938,0.089844,0.082031,0.070312,0.050781,0.031250,0.000000,0.015625,0.042969,0.062500,0.078125,0.082031,0.078125,0.066406,0.054688,0.035156,0.019531,0.000000,0.003906,0.031250,0.050781,0.062500,0.066406,0.066406,0.058594,0.042969,0.031250,0.011719,-0.007812,-0.011719,0.003906,0.031250,0.046875,0.046875,0.042969,0.039062,0.023438,0.015625,0.000000,-0.019531,-0.023438,-0.007812,0.007812,0.011719,0.019531,0.019531,0.015625,0.007812,0.000000,-0.007812,-0.031250,
0.003906,0.000000,0.000000,-0.003906,0.000000,0.000000,0.000000,0.000000,0.011719,0.015625,0.015625,-0.003906,-0.007812,-0.019531,-0.023438,-0.019531,-0.011719,0.000000,0.000000,0.015625,0.015625,0.015625,0.000000,-0.011719,-0.019531,-0.027344,-0.027344,-0.023438,-0.007812,0.000000,0.003906,0.011719,0.011719,-0.003906,-0.019531,-0.035156,-0.039062,-0.035156,-0.031250,-0.023438,-0.019531,-0.007812,0.000000,0.003906,0.000000,-0.019531,-0.027344,-0.039062,-0.042969,-0.042969,-0.042969,-0.027344,-0.011719,0.000000,0.003906,-0.003906,-0.019531,-0.031250,-0.042969,-0.046875,-0.050781,-0.046875,-0.035156,-0.015625,-0.003906,0.003906,0.000000,-0.019531,-0.035156,-0.042969,-0.042969,-0.031250,-0.031250,-0.027344,-0.011719,0.000000,0.003906,0.000000,-0.027344,-0.039062,-0.046875,-0.042969,-0.027344,-0.023438,-0.019531,-0.011719,0.000000,0.011719,0.003906,-0.011719,-0.027344,-0.042969,-0.039062,-0.027344,-0.011719,-0.007812,0.000000,0.003906,0.019531,0.007812,-0.007812,-0.011719,-0.023438,-0.027344,-0.023438,-0.015625,-0.007812,0.000000,0.007812,0.019531,0.019531,0.003906,-0.003906,-0.019531,-0.007812,-0.007812,-0.007812,0.000000,0.003906,0.015625,0.019531,
0.027344,0.019531,0.023438,0.019531,0.027344,0.023438,0.015625,0.015625,0.027344,0.031250,0.035156,0.007812,0.003906,0.000000,-0.007812,0.000000,0.003906,0.003906,0.000000,0.019531,0.019531,0.027344,0.007812,0.000000,-0.003906,-0.019531,-0.015625,-0.011719,-0.003906,-0.003906,0.003906,0.019531,0.027344,0.003906,-0.011719,-0.023438,-0.031250,-0.031250,-0.023438,-0.023438,-0.023438,-0.007812,0.007812,0.015625,0.000000,-0.015625,-0.031250,-0.042969,-0.042969,-0.046875,-0.046875,-0.035156,-0.023438,0.000000,0.011719,-0.011719,-0.027344,-0.042969,-0.058594,-0.062500,-0.070312,-0.066406,-0.054688,-0.031250,-0.019531,0.003906,-0.007812,-0.035156,-0.046875,-0.066406,-0.074219,-0.062500,-0.062500,-0.058594,-0.039062,-0.023438,-0.007812,-0.007812,-0.035156,-0.050781,-0.070312,-0.070312,-0.062500,-0.058594,-0.054688,-0.042969,-0.027344,-0.007812,0.000000,-0.015625,-0.035156,-0.058594,-0.054688,-0.050781,-0.039062,-0.035156,-0.027344,-0.019531,0.000000,0.011719,-0.011719,-0.011719,-0.023438,-0.023438,-0.023438,-0.027344,-0.023438,-0.011719,-0.007812,0.000000,0.031250,0.011719,0.007812,0.000000,0.011719,0.003906,0.000000,0.000000,-0.003906,0.000000,0.003906,

filter 39
-0.039062,-0.031250,-0.023438,-0.019531,-0.019531,-0.023438,-0.023438,-0.023438,-0.019531,-0.023438,-0.035156,-0.023438,-0.015625,-0.015625,-0.007812,0.000000,-0.003906,-0.007812,-0.007812,-0.007812,-0.011719,-0.027344,-0.019531,-0.007812,-0.003906,0.003906,0.023438,0.019531,0.007812,0.000000,-0.007812,-0.011719,-0.019531,-0.011719,0.003906,0.019531,0.031250,0.046875,0.039062,0.023438,0.011719,-0.003906,-0.011719,-0.023438,0.000000,0.019531,0.035156,0.058594,0.070312,0.062500,0.046875,0.027344,0.003906,-0.011719,-0.019531,0.011719,0.027344,0.054688,0.085938,0.097656,0.089844,0.070312,0.042969,0.015625,-0.007812,-0.019531,0.015625,0.039062,0.078125,0.097656,0.109375,0.105469,0.089844,0.058594,0.023438,-0.003906,-0.015625,0.019531,0.042969,0.078125,0.097656,0.101562,0.105469,0.089844,0.054688,0.015625,-0.003906,-0.019531,0.011719,0.031250,0.050781,0.074219,0.089844,0.078125,0.062500,0.035156,0.003906,-0.007812,-0.027344,0.000000,0.011719,0.031250,0.046875,0.062500,0.054688,0.031250,0.007812,-0.007812,-0.031250,-0.042969,-0.003906,0.003906,0.015625,0.035156,0.046875,0.039062,0.023438,0.000000,-0.015625,-0.031250,-0.042969,
0.027344,0.031250,0.039062,0.035156,0.035156,0.031250,0.027344,0.027344,0.031250,0.035156,0.035156,0.027344,0.027344,0.027344,0.027344,0.031250,0.023438,0.019531,0.027344,0.031250,0.035156,0.035156,0.027344,0.023438,0.019531,0.011719,0.003906,0.000000,0.000000,0.011719,0.023438,0.035156,0.042969,0.023438,0.007812,-0.003906,-0.019531,-0.035156,-0.042969,-0.035156,-0.003906,0.019531,0.031250,0.035156,0.011719,-0.003906,-0.042969,-0.089844,-0.125000,-0.117188,-0.085938,-0.035156,0.011719,0.027344,0.031250,0.000000,-0.027344,-0.089844,-0.167969,-0.222656,-0.207031,-0.140625,-0.062500,-0.003906,0.023438,0.031250,-0.003906,-0.050781,-0.136719,-0.226562,-0.285156,-0.261719,-0.179688,-0.074219,-0.003906,0.023438,0.035156,-0.007812,-0.058594,-0.136719,-0.226562,-0.292969,-0.253906,-0.167969,-0.066406,0.000000,0.031250,0.039062,0.000000,-0.031250,-0.097656,-0.167969,-0.207031,-0.183594,-0.117188,-0.035156,0.023438,0.042969,0.042969,0.003906,-0.007812,-0.046875,-0.085938,-0.097656,-0.085938,-0.042969,0.003906,0.039062,0.050781,0.054688,0.011719,0.007812,-0.003906,-0.011719,-0.007812,-0.003906,0.019531,0.039062,0.058594,0.062500,0.062500,
-0.003906,-0.007812,-0.015625,-0.019531,-0.015625,-0.015625,-0.003906,-0.007812,-0.015625,-0.015625,-0.003906,-0.003906,-0.007812,-0.007812,-0.019531,-0.023438,-0.019531,-0.007812,-0.011719,-0.019531,-0.019531,-0.011719,-0.015625,-0.015625,-0.015625,-0.019531,-0.027344,-0.023438,-0.007812,-0.011719,-0.019531,-0.019531,-0.015625,-0.007812,-0.007812,-0.011719,0.000000,0.000000,0.007812,0.011719,-0.003906,-0.015625,-0.019531,-0.019531,-0.011719,-0.007812,0.011719,0.039062,0.062500,0.062500,0.046875,0.011719,-0.007812,-0.015625,-0.015625,-0.011719,0.003906,0.042969,0.093750,0.132812,0.117188,0.074219,0.023438,-0.007812,-0.023438,-0.015625,-0.011719,0.015625,0.062500,0.128906,0.183594,0.160156,0.089844,0.027344,-0.011719,-0.027344,-0.019531,-0.011719,0.015625,0.062500,0.128906,0.179688,0.164062,0.085938,0.011719,-0.019531,-0.031250,-0.023438,-0.007812,0.007812,0.050781,0.089844,0.117188,0.105469,0.054688,0.000000,-0.019531,-0.027344,-0.015625,-0.007812,0.000000,0.019531,0.039062,0.039062,0.031250,0.007812,-0.015625,-0.027344,-0.023438,-0.019531,-0.007812,-0.007812,-0.011719,-0.015625,-0.023438,-0.035156,-0.031250,-0.035156,-0.035156,-0.031250,-0.023438,

filter 40
0.000000,0.007812,0.011719,0.015625,0.023438,0.015625,0.015625,0.000000,-0.003906,-0.011719,-0.011719,0.007812,0.015625,0.027344,0.035156,0.035156,0.035156,0.027344,0.015625,0.007812,0.000000,0.000000,0.003906,0.015625,0.027344,0.046875,0.054688,0.050781,0.039062,0.027344,0.015625,0.007812,0.003906,0.023438,0.042969,0.054688,0.074219,0.082031,0.082031,0.070312,0.035156,0.027344,0.019531,0.019531,0.039062,0.058594,0.085938,0.097656,0.101562,0.105469,0.082031,0.046875,0.042969,0.039062,0.031250,0.042969,0.070312,0.089844,0.109375,0.117188,0.121094,0.089844,0.066406,0.054688,0.046875,0.031250,0.042969,0.078125,0.093750,0.113281,0.128906,0.128906,0.097656,0.074219,0.058594,0.046875,0.035156,0.035156,0.058594,0.078125,0.101562,0.121094,0.132812,0.105469,0.078125,0.054688,0.042969,0.027344,0.035156,0.054688,0.066406,0.085938,0.105469,0.109375,0.097656,0.062500,0.046875,0.039062,0.019531,0.027344,0.046875,0.066406,0.089844,0.085938,0.074219,0.066406,0.039062,0.031250,0.023438,0.003906,0.007812,0.023438,0.042969,0.062500,0.054688,0.050781,0.039062,0.023438,0.011719,0.003906,0.000000,
